,Review_title,Review_text,Ratings
13099,Worth every penny,"Perfect smartwatch. Accuracy is 99%. Only weather data is different from google. It has gps so it will not count ur hand movement as steps without actually walking. Average battery life i measured as 10% to 15% a day. I use raise to wake and aod as scheduled 9am to 9pm. Auto detect health data at every 30min. Sleep monitor and breathing measured in sleep is on. I don't keept bluetooth connected to watch full day else mobile battery run out in just half day. Display is vibrant. Zepp os is ok b...
READ MORE",5
13100,Perfect product!,"After 5 Days use Review (still 50% Battery Remaining with the use of only Call & SMS Notification)

Looks- Good
Touch- Smooth
Health Measurements- 95% Accuracy
Function- Good
Body- Good (Durable)
Battery- Max 5-6 Days for all Notification, Max 8-9 Days for Call & SMS Notification.
Strip- Good (Durable)
Notification- Good

I just want to say that if you have budget (5k-8k) so go through this smart watch without any hesitation.",5
13101,Nice product,Stylish watch. Display is flawless and clear. Very classy and premium look.overall i loved it,4
13102,Simply awesome,"Except from the battery backup everything is awesome. It gives me 7 days of battery backup if lift to wake, always on display is off and not connected to the mobile device. Else it gives about 2-3 days of battery backup. Display is awesome, sunlight visibility is great. Looks great in hand. Sleep tracking, heart rate and other measurements are accurate. Specially sleep data is bang on. Overall a great product.",5
13103,Highly recommended,"Worth it for the price thanks to Flipkart as I got this one for just 6299 using my sbi card while it was 9999 in Amazon
The watch is just amazing and display and touch response is top notch",5
13104,Just okay,"Pros:
1) Stylish watch.
2) Display is just flawless. Very crisp and clear retina amoled display.
3) Response and sensor are fast.
4) Activity tracking is quite good.
Cons:
1) Size is extremely small. Even company claims 1.65 display but in actual screen feels like a smart band size screen.
2) Not displaying incoming call name.
3) Even at price of Rs 10k it lack call recieve feature.
4) Screen guard not available. As it has curved display so not possible to put simple lamination on screen.
5)...
READ MORE",3
13105,Go for it...!,"Clean UI, Good accuracy levels and premium built quality makes this watch the best in its segment!
Could have liked the presence of Wi-Fi and Calling like on costlier watches, but then the economical price makes up for that.",5
13106,Worth every penny,"Very nice product, with great look and smooth touch. Price is little bit high. Otherwise a very good smart watch. Zepp is not that much good, I am using Notify for amazfit app with more features than and controls than zepp",5
13107,Worth every penny,Compact and intuitive design. Feels comfortable and light weight on hand. Battery usage is when all the features is high. Good product for the price.,5
13108,Decent product,"Okay so after using it for 24hrs heres my review gonna update it after a month
The display is awsome after this watch you wouldnt wanna look at any other cheaper variant
The watch faces plenty and satisfactory
The battery hmmm here i got about 30 peecent drain in a day but i used it really extensively it will last bout 3to 4 days
The charging is easy nd fast
Heart rate accurate af
Spo2=dont rely
Temp=useless feature
Music=good you can only control tho
Offline voice commands could have been ...
READ MORE",3
13109,Delightful,"Caution: it is my personal experience and opinion.

In my opinion who r looking for smartwatch for 1st time to showcause and occasional wearing purpose just go for wearos watches best.

If u are fitness purpose go for Fitbit watches.

This watch is only showcause purpose only showing digital watch faces and making show in public.

Maybe GTS 2 is better than atleast calling speaker is there.

Pls read my review before u buy because hard earned money wasting on such a gadgets are not worthy rig...
READ MORE",4
13110,Good choice,"Review after using 15 days.

Accuracy:
-- Heart beats - 98-99% [ Compared with oximeter and BP meter ]
-- Steps counting : 95-99% [ Compared with google fit and other third party apps ]
-- Oxygen level -- 99% [ Compared with oximeter ] [ You need to wear tight to measure ]
-- Sleep tracking -- Very good. It also measures wake up in b/w. I feel 100% accuracy with timings.
-- GPS -- Not good. But not interested as it is not required for me.
-- Temperature: It is surface temp not bo...
READ MORE",4
13111,Very Good,"Just got it today and I liked the product. I would not cover features as they are all mentioned in the product page. They all seem to work and that's the key takeaway. Another, thing I like is the USB charger with a magnetic charging point.

The product came with 0% battery which is a letdown. My major gripe with the product is more size than the design. It is quite small than what a 1.65 inch specification would suggest and may look good and more substantial on a female than a man. It just i...
READ MORE",4
13112,Worth every penny,Good watch overall display is very good and bright. features are also good regular updates keep on coming for improvements. lots of watch faces are there but some faces are there which are actually not useful. New faces are requested from Huami. But overall a good watch looks very professional and stylish,5
13113,Excellent,"Value for money

This watch is pretty great. My favourite feature in it is sleep tracking, it works very well. The battery easily lasts over 8 days with always on display turned off. The display is pretty amazing. I recommend this watch.",5
